1891,1237
8439,5997
1834,1407
6921,3554
12195,11137
13181,11658
13833,11771
12615,12060
12880,11069
13498,12494
7167,431
6884,3540
14058,13736
13447,11408
13418,12862
7052,1545
11002,2371
12430,8729
11973,11407
11622,11612
8106,6872
11605,3995
12149,11748
11224,2206
7100,434
11608,4104
11616,4951
7078,461
11605,3187
12440,11665
2136,768
11620,4206
2075,467
12576,11643
11547,2148
6952,3473
14060,12381
12249,11512
1988,1443
7007,445
14114,11461
11643,11128
7157,499
12536,10972
13446,13327
1894,1235
11614,4663
14289,10939
11775,11199
8169,937
13503,12121
8980,1812
1891,736
11407,11199
13742,11680
1897,1325
1819,1245
12117,12054
6080,3272
12414,8708
14239,12030
13832,11762
1779,728
2731,1371
13023,12447
1844,1212
12897,12341
11058,2061
13648,11474
1934,428
11374,2224
1941,725
10045,7787
11666,10977
11545,2064
11608,4907
7106,434
7077,1560
11448,11276
9177,2262
13035,11026
12380,11370
1886,1289
13765,12191
13951,11407
2748,1306
12129,11796
12128,11178
6879,3692
7006,497
8432,1779
1814,1453
1813,449
1907,517
11993,11387
11307,2703
11138,2065
9912,5938
2022,1421
11896,11673
11306,2066
2044,1306
11978,11553
8284,605
13387,13095
10574,6930
13567,11457
13082,11372
13914,11854
7119,623
13350,11312
11145,2230
11662,11504
13013,11714
1937,1396
13453,13384
2037,1296
12096,11737
1856,1299
2068,1282
13583,10167
11305,2684
13972,13618
13983,11414
1811,1232
12003,11286
11805,7031
13223,12648
11734,7143
9350,5843
7032,901
11532,2473
2009,1333
2161,1041
1887,1233
14172,11869
12341,12302
11609,4964
11152,2271
13446,12407
6899,3685
11358,11269
8027,6136
13623,13252
14207,13043
12265,11327
11674,6982
10467,5814
11252,11239
12331,11680
12614,12170
6348,2219
2056,570
13431,12770
1836,1369
2196,1447
11506,11499
2610,451
13770,13384
13759,13164
1940,1446
8136,2070
14142,11280
1853,986
8856,2650
13010,11370
11872,11511
11155,2257
1981,536
13279,12764
11808,11455
8316,479
5965,3490
11615,3827
11616,4139
14256,11941
10190,6730
5814,3483
13277,13036
7086,517
11751,11684
11113,1934
6865,3069
12016,11385
11156,2404
11143,1961
12081,11529
11665,11613
6858,3434
11112,2683
11042,2507
6860,3665
8353,2137
7986,6895
14232,11977
8173,502
13715,12657
1858,677
13577,11217
12648,12003
6825,3544
14030,11978
12117,12059
7045,475
9371,3179
13448,13276
11638,11637
7213,530
13955,13352
11058,2484
8405,1915
8146,631
13009,12363
13135,11714
12722,9130
7206,1408
11498,11497
13794,13513
1832,1254
13548,13386
13481,12535
1989,517
7195,1463
6999,646
11614,4003
11547,2347
11112,2140
14158,13296
8590,6892
13424,11757
11479,2101
13951,12856
13459,12685
7186,429
7004,442
6901,3069
2207,1262
12339,11254
11605,4287
13388,13212
6871,3531
11534,11437
6875,3555
13844,11926
12508,11509
12723,12120
11702,11691
1880,694
428,364
12576,11059
450,162
11612,4342
13225,11314
13534,13139
2001,1504
1985,1304
11609,4306
11129,1848
8250,1042
8215,6897
13176,12056
14027,11838
5814,3484
14260,13603
11321,8061
8468,1899
1913,1212
14238,10887
1837,1366
11758,7005
12906,11199
13749,12844
2090,1250
12639,11898
